Order ID,Order Date,Customer ID,Segment,Region,Category,Product Name,Quantity,Discount,Sales,Profit,Ship Mode,Profit Margin %,Order Month,Order Year
ORD-01461,2025-08-08,CUST-0494,Consumer,East,Electronics,Smartwatch,1,0.0,1651.05,436.58,Standard,26.44,2025-08,2025
ORD-01558,2024-02-27,CUST-0013,Home Office,South,Electronics,Bluetooth Speaker,1,0.2,4694.69,664.79,Standard,14.16,2024-02,2024
ORD-01445,2024-09-20,CUST-0982,Home Office,South,Clothing,Running Shoes,1,0.2,850.49,152.7,Standard,17.95,2024-09,2024
ORD-01730,2025-09-23,CUST-1212,Corporate,West,Electronics,Laptop Stand,2,0.05,3471.47,817.7,Same Day,23.55,2025-09,2025
ORD-02835,2024-01-13,CUST-0067,Consumer,North,Office Supplies,Whiteboard Marker Set,1,0.0,162.3,47.11,Express,29.03,2024-01,2024
ORD-02442,2024-11-11,CUST-0477,Corporate,North,Clothing,Rain Jacket,2,0.1,2278.1,127.2,Standard,5.58,2024-11,2024
ORD-02308,2025-07-04,CUST-0499,Consumer,East,Office Supplies,Sticky Notes Pack,1,0.0,245.23,39.58,Standard,16.14,2025-07,2025
ORD-01672,2025-04-05,CUST-0985,Consumer,North,Electronics,Noise Cancelling Headphones,2,0.2,7509.87,1728.5,Express,23.02,2025-04,2025
ORD-01437,2024-12-13,CUST-1159,Home Office,South,Furniture,Bookshelf,1,0.1,1171.44,281.61,Standard,24.04,2024-12,2024
ORD-02887,2024-06-22,CUST-0136,Consumer,North,Clothing,Sports Cap,1,0.0,1518.88,166.04,Standard,10.93,2024-06,2024
ORD-02099,2024-11-30,CUST-0238,Corporate,West,Furniture,Study Table,1,0.0,6547.2,770.82,Standard,11.77,2024-11,2024
ORD-01047,2025-04-07,CUST-0064,Home Office,West,Electronics,USB-C Charger,2,0.0,5204.62,1039.48,Express,19.97,2025-04,2025
ORD-03028,2024-07-10,CUST-1281,Home Office,North,Electronics,Bluetooth Speaker,2,0.0,11736.72,2366.17,Standard,20.16,2024-07,2024
ORD-01420,2025-06-20,CUST-1083,Consumer,East,Clothing,Hoodie,1,0.0,1557.8,323.78,Standard,20.78,2025-06,2025
ORD-02532,2024-05-08,CUST-0531,Consumer,East,Office Supplies,Sticky Notes Pack,1,0.0,245.23,39.58,Standard,16.14,2024-05,2024
ORD-02201,2025-05-04,CUST-0939,Consumer,North,Office Supplies,Sticky Notes Pack,2,0.0,490.46,79.16,Standard,16.14,2025-05,2025
ORD-02480,2025-07-24,CUST-0493,Corporate,East,Furniture,Filing Cabinet,2,0.0,15402.26,3871.73,Express,25.14,2025-07,2025
ORD-02413,2024-12-11,CUST-0153,Consumer,South,Furniture,Wall Shelf,2,0.0,17834.12,3529.62,Standard,19.79,2024-12,2024
ORD-03063,2025-12-16,CUST-0528,Home Office,West,Office Supplies,A4 Paper Ream,1,0.0,414.45,35.7,Standard,8.61,2025-12,2025
ORD-01679,2024-09-08,CUST-0021,Corporate,West,Office Supplies,Desk Organizer,2,0.15,307.26,25.42,Express,8.27,2024-09,2024
ORD-02616,2024-01-13,CUST-0128,Corporate,South,Clothing,Formal Shirt,4,0.0,8088.08,1307.22,Standard,16.16,2024-01,2024
ORD-02032,2024-12-09,CUST-1108,Corporate,North,Office Supplies,Sticky Notes Pack,1,0.1,220.71,29.0,Standard,13.14,2024-12,2024
ORD-02873,2025-11-23,CUST-0598,Corporate,East,Clothing,Sports Cap,2,0.15,2582.1,166.07,Express,6.43,2025-11,2025
ORD-02493,2024-11-24,CUST-0728,Corporate,East,Electronics,Smartwatch,1,0.1,1485.94,348.34,Standard,23.44,2024-11,2024
ORD-02888,2025-10-25,CUST-1334,Corporate,East,Office Supplies,File Folder Pack,1,0.05,156.97,48.46,Standard,30.87,2025-10,2025
ORD-01535,2025-04-09,CUST-0601,Corporate,North,Clothing,Hoodie,1,0.05,1479.91,285.39,Standard,19.28,2025-04,2025
ORD-02348,2025-05-06,CUST-0889,Corporate,West,Electronics,Power Bank 10000mAh,1,0.0,1623.15,423.4,Express,26.09,2025-05,2025
ORD-02460,2025-05-05,CUST-0859,Consumer,North,Furniture,Study Table,1,0.0,6547.2,770.82,Standard,11.77,2025-05,2025
ORD-02484,2025-12-22,CUST-0723,Home Office,South,Electronics,Power Bank 10000mAh,2,0.0,3246.3,846.8,Standard,26.09,2025-12,2025
ORD-02964,2024-05-25,CUST-0396,Home Office,South,Office Supplies,Ballpoint Pen Box,2,0.0,160.64,54.57,Express,33.97,2024-05,2024
ORD-02453,2024-10-08,CUST-0015,Consumer,West,Electronics,Smartwatch,2,0.0,3302.1,873.15,Same Day,26.44,2024-10,2024
ORD-02612,2024-12-19,CUST-1199,Corporate,West,Electronics,Bluetooth Speaker,1,0.0,5868.36,1183.09,Standard,20.16,2024-12,2024
ORD-02687,2025-06-10,CUST-0455,Home Office,North,Furniture,Recliner Sofa,1,0.0,6837.7,654.65,Express,9.57,2025-06,2025
ORD-01484,2025-02-16,CUST-0374,Corporate,West,Electronics,USB-C Charger,1,0.0,2602.31,519.74,Express,19.97,2025-02,2025
ORD-01080,2025-06-15,CUST-0604,Corporate,East,Electronics,Wireless Mouse,1,0.0,4779.36,503.88,Express,10.54,2025-06,2025
ORD-01099,2025-10-09,CUST-0492,Consumer,East,Office Supplies,File Folder Pack,3,0.0,495.69,160.46,Express,32.37,2025-10,2025
ORD-02895,2024-05-27,CUST-0424,Home Office,North,Electronics,Wireless Mouse,1,0.0,4779.36,503.88,Express,10.54,2024-05,2024
ORD-01120,2024-12-24,CUST-1006,Consumer,West,Electronics,Laptop Stand,1,0.15,1553.03,319.22,Standard,20.55,2024-12,2024
ORD-01987,2024-11-05,CUST-1071,Home Office,West,Office Supplies,Ballpoint Pen Box,2,0.0,160.64,54.57,Standard,33.97,2024-11,2024
ORD-01496,2025-01-05,CUST-0001,Consumer,East,Electronics,Noise Cancelling Headphones,1,0.0,4693.67,1361.93,Standard,29.02,2025-01,2025
ORD-01282,2025-07-17,CUST-0122,Consumer,North,Furniture,Wall Shelf,1,0.1,8025.35,1347.57,Standard,16.79,2025-07,2025
ORD-01992,2025-10-17,CUST-1138,Corporate,East,Office Supplies,Ballpoint Pen Box,2,0.0,160.64,54.57,Standard,33.97,2025-10,2025
ORD-02787,2025-06-16,CUST-1375,Corporate,West,Electronics,USB-C Charger,1,0.2,2081.85,290.88,Same Day,13.97,2025-06,2025
ORD-02734,2025-12-10,CUST-1191,Corporate,North,Clothing,Sports Cap,1,0.0,1518.88,166.04,Same Day,10.93,2025-12,2025
ORD-02777,2025-09-10,CUST-0151,Consumer,West,Electronics,Bluetooth Speaker,1,0.0,5868.36,1183.09,Standard,20.16,2025-09,2025
ORD-01902,2025-05-04,CUST-0663,Corporate,West,Office Supplies,Whiteboard Marker Set,1,0.05,154.18,42.44,Standard,27.53,2025-05,2025
ORD-03066,2025-05-18,CUST-1062,Home Office,East,Electronics,Bluetooth Speaker,2,0.0,11736.72,2366.17,Express,20.16,2025-05,2025
ORD-01823,2025-07-24,CUST-1178,Consumer,West,Office Supplies,Whiteboard Marker Set,1,0.0,162.3,47.11,Standard,29.03,2025-07,2025
ORD-02519,2025-05-06,CUST-1167,Home Office,East,Electronics,Power Bank 10000mAh,2,0.05,3083.98,758.2,Standard,24.59,2025-05,2025
ORD-01639,2025-11-14,CUST-0170,Home Office,North,Furniture,Bookshelf,1,0.05,1236.52,315.8,Standard,25.54,2025-11,2025
ORD-01701,2024-11-09,CUST-1118,Consumer,West,Electronics,Bluetooth Speaker,2,0.15,9976.21,1562.32,Standard,15.66,2024-11,2024
ORD-02017,2024-09-21,CUST-0992,Corporate,West,Furniture,Bookshelf,2,0.05,2473.04,631.6,Standard,25.54,2024-09,2024
ORD-01025,2024-09-20,CUST-0027,Consumer,South,Office Supplies,Sticky Notes Pack,1,0.1,220.71,29.0,Express,13.14,2024-09,2024
ORD-02687,2025-06-10,CUST-0455,Home Office,North,Electronics,Smartwatch,1,0.05,1568.5,391.22,Express,24.94,2025-06,2025
ORD-02741,2024-10-06,CUST-1182,Corporate,South,Office Supplies,Ballpoint Pen Box,2,0.1,144.58,44.78,Standard,30.97,2024-10,2024
ORD-02729,2025-09-28,CUST-1216,Consumer,East,Clothing,Sports Cap,1,0.0,1518.88,166.04,Standard,10.93,2025-09,2025
ORD-03019,2024-02-05,CUST-0622,Consumer,West,Clothing,Woolen Sweater,1,0.0,1899.39,546.14,Standard,28.75,2024-02,2024
ORD-02828,2024-11-20,CUST-0135,Consumer,South,Electronics,Bluetooth Speaker,1,0.0,5868.36,1183.09,Express,20.16,2024-11,2024
ORD-02081,2024-06-27,CUST-1116,Consumer,South,Electronics,Noise Cancelling Headphones,1,0.0,4693.67,1361.93,Express,29.02,2024-06,2024
ORD-02350,2024-05-29,CUST-0505,Consumer,North,Electronics,Bluetooth Speaker,1,0.0,5868.36,1183.09,Standard,20.16,2024-05,2024
ORD-01692,2024-07-17,CUST-1094,Consumer,South,Office Supplies,Desk Organizer,2,0.0,361.48,46.17,Standard,12.77,2024-07,2024
ORD-01377,2025-10-16,CUST-0021,Consumer,East,Office Supplies,A4 Paper Ream,1,0.0,414.45,35.7,Standard,8.61,2025-10,2025
ORD-01959,2025-10-12,CUST-0897,Corporate,North,Clothing,Rain Jacket,2,0.0,2531.22,217.27,Express,8.58,2025-10,2025
ORD-03005,2025-06-05,CUST-0968,Consumer,North,Electronics,Smartwatch,1,0.2,1320.84,270.01,Standard,20.44,2025-06,2025
ORD-01263,2024-02-23,CUST-0341,Home Office,East,Electronics,Noise Cancelling Headphones,1,0.2,3754.94,864.25,Standard,23.02,2024-02,2024
ORD-02099,2024-11-30,CUST-0238,Corporate,West,Electronics,USB-C Charger,1,0.0,2602.31,519.74,Standard,19.97,2024-11,2024
ORD-01866,2025-12-04,CUST-0675,Consumer,South,Electronics,Wireless Mouse,2,0.0,9558.72,1007.76,Standard,10.54,2025-12,2025
ORD-01719,2025-12-10,CUST-0998,Corporate,South,Clothing,Rain Jacket,2,0.0,2531.22,217.27,Standard,8.58,2025-12,2025
ORD-01848,2025-01-06,CUST-0791,Home Office,East,Electronics,Power Bank 10000mAh,2,0.05,3083.98,758.2,Standard,24.59,2025-01,2025
ORD-03009,2025-05-04,CUST-0935,Corporate,East,Office Supplies,Printer Ink Cartridge,1,0.1,333.86,73.24,Express,21.94,2025-05,2025
ORD-01565,2025-11-20,CUST-1170,Consumer,West,Clothing,Cotton T-Shirt,1,0.0,1214.78,110.83,Standard,9.12,2025-11,2025
ORD-02422,2025-05-24,CUST-0141,Consumer,North,Electronics,Webcam HD,1,0.0,4621.72,955.68,Standard,20.68,2025-05,2025
ORD-01817,2025-08-09,CUST-1163,Home Office,South,Office Supplies,Desk Organizer,2,0.0,361.48,46.17,Standard,12.77,2025-08,2025
ORD-01897,2024-06-04,CUST-0964,Consumer,East,Electronics,Noise Cancelling Headphones,1,0.1,4224.3,1099.01,Standard,26.02,2024-06,2024
ORD-02343,2024-07-20,CUST-1360,Corporate,West,Clothing,Formal Shirt,2,0.05,3841.84,335.54,Express,8.73,2024-07,2024
ORD-03045,2025-07-25,CUST-0122,Home Office,South,Electronics,Bluetooth Speaker,1,0.15,4988.11,781.16,Standard,15.66,2025-07,2025
ORD-01846,2024-09-19,CUST-0630,Consumer,North,Furniture,Bean Bag,1,0.0,7533.04,835.59,Standard,11.09,2024-09,2024
ORD-02379,2024-11-18,CUST-1124,Consumer,West,Electronics,Noise Cancelling Headphones,1,0.0,4693.67,1361.93,Standard,29.02,2024-11,2024
ORD-02118,2025-09-24,CUST-0350,Consumer,North,Electronics,Power Bank 10000mAh,1,0.1,1460.84,337.23,Standard,23.08,2025-09,2025
ORD-01778,2024-12-14,CUST-1153,Consumer,West,Furniture,Wall Shelf,1,0.0,8917.06,1764.81,Express,19.79,2024-12,2024
ORD-01466,2025-11-13,CUST-0129,Corporate,South,Office Supplies,Whiteboard Marker Set,1,0.0,162.3,47.11,Standard,29.03,2025-11,2025
ORD-02299,2024-01-08,CUST-0046,Consumer,South,Electronics,Bluetooth Speaker,1,0.0,5868.36,1183.09,Express,20.16,2024-01,2024
ORD-02156,2024-03-15,CUST-0886,Consumer,North,Office Supplies,Stapler,1,0.0,252.46,54.35,Standard,21.53,2024-03,2024
ORD-02362,2024-09-13,CUST-1217,Consumer,South,Office Supplies,Printer Ink Cartridge,1,0.0,370.95,92.51,Express,24.94,2024-09,2024
ORD-02942,2024-10-20,CUST-0178,Home Office,East,Office Supplies,Sticky Notes Pack,1,0.0,245.23,39.58,Express,16.14,2024-10,2024
ORD-02920,2025-02-03,CUST-0551,Consumer,East,Furniture,Recliner Sofa,2,0.0,13675.4,1309.31,Standard,9.57,2025-02,2025
ORD-01830,2025-10-09,CUST-0268,Consumer,South,Office Supplies,Printer Ink Cartridge,2,0.0,741.9,185.01,Standard,24.94,2025-10,2025
ORD-02206,2024-09-30,CUST-1068,Corporate,North,Electronics,Smartwatch,1,0.0,1651.05,436.58,Standard,26.44,2024-09,2024
ORD-02419,2024-01-23,CUST-1087,Consumer,East,Electronics,Webcam HD,1,0.0,4621.72,955.68,Express,20.68,2024-01,2024
ORD-01134,2024-02-08,CUST-0682,Consumer,South,Electronics,Power Bank 10000mAh,1,0.0,1623.15,423.4,Standard,26.09,2024-02,2024
ORD-02176,2024-10-30,CUST-1184,Corporate,North,Office Supplies,Whiteboard Marker Set,3,0.0,486.9,141.33,Standard,29.03,2024-10,2024
ORD-02413,2024-12-11,CUST-0153,Consumer,South,Furniture,Office Chair,1,0.0,12690.96,3867.06,Standard,30.47,2024-12,2024
ORD-03063,2025-12-16,CUST-0528,Home Office,West,Furniture,Study Table,3,0.05,18659.52,1916.95,Standard,10.27,2025-12,2025
ORD-02769,2024-07-05,CUST-0551,Consumer,West,Office Supplies,Stapler,1,0.0,252.46,54.35,Standard,21.53,2024-07,2024
ORD-01620,2025-12-27,CUST-1206,Corporate,West,Office Supplies,A4 Paper Ream,2,0.1,746.01,41.88,Standard,5.61,2025-12,2025
ORD-01825,2025-07-20,CUST-0785,Consumer,East,Furniture,Bean Bag,1,0.0,7533.04,835.59,Same Day,11.09,2025-07,2025
ORD-02596,2025-02-21,CUST-0142,Corporate,South,Electronics,Smartwatch,1,0.0,1651.05,436.58,Same Day,26.44,2025-02,2025
ORD-01052,2025-10-26,CUST-0981,Consumer,North,Office Supplies,Printer Ink Cartridge,1,0.1,333.86,73.24,Standard,21.94,2025-10,2025
ORD-01967,2025-11-25,CUST-0214,Corporate,South,Office Supplies,A4 Paper Ream,2,0.0,828.9,71.4,Standard,8.61,2025-11,2025
ORD-01709,2024-09-09,CUST-0544,Home Office,South,Electronics,Bluetooth Speaker,1,0.0,5868.36,1183.09,Standard,20.16,2024-09,2024
ORD-01626,2025-07-19,CUST-0078,Consumer,East,Clothing,Rain Jacket,1,0.0,1265.61,108.63,Standard,8.58,2025-07,2025
ORD-02617,2024-09-04,CUST-0915,Corporate,East,Office Supplies,File Folder Pack,1,0.0,165.23,53.49,Standard,32.37,2024-09,2024
ORD-02993,2025-06-12,CUST-0371,Home Office,West,Electronics,Laptop Stand,1,0.0,1827.09,457.78,Standard,25.06,2025-06,2025
ORD-01234,2025-12-05,CUST-0707,Corporate,North,Clothing,Cotton T-Shirt,3,0.0,3644.34,332.49,Standard,9.12,2025-12,2025
ORD-02959,2025-01-26,CUST-1021,Corporate,North,Office Supplies,File Folder Pack,1,0.0,165.23,53.49,Express,32.37,2025-01,2025
ORD-02069,2024-03-16,CUST-1028,Consumer,West,Electronics,Wireless Mouse,3,0.15,12187.37,736.46,Standard,6.04,2024-03,2024
ORD-01415,2024-12-14,CUST-0782,Consumer,East,Furniture,Study Table,2,0.0,13094.4,1541.65,Standard,11.77,2024-12,2024
ORD-02385,2024-10-27,CUST-1248,Consumer,North,Office Supplies,File Folder Pack,1,0.0,165.23,53.49,Standard,32.37,2024-10,2024
ORD-03052,2025-10-01,CUST-0936,Home Office,West,Electronics,USB-C Charger,1,0.05,2472.19,456.67,Express,18.47,2025-10,2025
ORD-01431,2025-03-06,CUST-0187,Home Office,East,Electronics,Smartwatch,1,0.0,1651.05,436.58,Standard,26.44,2025-03,2025
ORD-01515,2025-09-19,CUST-0869,Consumer,East,Office Supplies,Desk Organizer,2,0.0,361.48,46.17,Express,12.77,2025-09,2025
ORD-01067,2025-09-09,CUST-0962,Consumer,North,Electronics,Bluetooth Speaker,1,0.0,5868.36,1183.09,Standard,20.16,2025-09,2025
ORD-02978,2025-09-27,CUST-0088,Consumer,South,Clothing,Denim Jeans,1,0.2,421.99,75.39,Standard,17.87,2025-09,2025
ORD-01740,2024-07-23,CUST-0874,Consumer,North,Office Supplies,A4 Paper Ream,1,0.0,414.45,35.7,Express,8.61,2024-07,2024
ORD-02103,2024-06-24,CUST-1160,Consumer,North,Electronics,Noise Cancelling Headphones,1,0.0,4693.67,1361.93,Standard,29.02,2024-06,2024
ORD-02834,2025-11-05,CUST-1003,Consumer,South,Clothing,Running Shoes,1,0.0,1063.11,254.67,Express,23.96,2025-11,2025
ORD-01436,2025-10-27,CUST-1167,Consumer,South,Office Supplies,Stapler,1,0.0,252.46,54.35,Standard,21.53,2025-10,2025
ORD-01314,2024-12-28,CUST-0241,Consumer,South,Office Supplies,Whiteboard Marker Set,1,0.0,162.3,47.11,Same Day,29.03,2024-12,2024
ORD-02441,2024-02-13,CUST-1278,Consumer,West,Office Supplies,Desk Organizer,1,0.2,144.59,9.79,Standard,6.77,2024-02,2024
ORD-02414,2025-09-12,CUST-0486,Corporate,South,Electronics,Power Bank 10000mAh,1,0.0,1623.15,423.4,Standard,26.09,2025-09,2025
ORD-01292,2024-11-08,CUST-0583,Corporate,East,Electronics,Noise Cancelling Headphones,1,0.2,3754.94,864.25,Standard,23.02,2024-11,2024
ORD-01471,2025-10-29,CUST-0563,Consumer,East,Electronics,Wireless Mouse,1,0.0,4779.36,503.88,Same Day,10.54,2025-10,2025
ORD-01167,2024-05-17,CUST-0722,Home Office,East,Electronics,Bluetooth Speaker,1,0.0,5868.36,1183.09,Standard,20.16,2024-05,2024
ORD-01900,2024-08-25,CUST-1275,Corporate,North,Office Supplies,Whiteboard Marker Set,1,0.0,162.3,47.11,Standard,29.03,2024-08,2024
ORD-01588,2025-10-02,CUST-0473,Home Office,West,Electronics,Webcam HD,1,0.1,4159.55,735.33,Standard,17.68,2025-10,2025
ORD-02315,2025-11-27,CUST-0945,Corporate,South,Office Supplies,Sticky Notes Pack,1,0.05,232.97,34.11,Same Day,14.64,2025-11,2025
ORD-01703,2024-10-25,CUST-0643,Consumer,North,Electronics,Smartwatch,1,0.0,1651.05,436.58,Standard,26.44,2024-10,2024
ORD-02477,2024-11-26,CUST-0368,Consumer,North,Office Supplies,Desk Organizer,1,0.0,180.74,23.09,Standard,12.78,2024-11,2024
ORD-01789,2025-10-22,CUST-1310,Consumer,East,Office Supplies,Stapler,2,0.0,504.92,108.7,Standard,21.53,2025-10,2025
ORD-01467,2025-09-08,CUST-1087,Consumer,North,Clothing,Rain Jacket,1,0.0,1265.61,108.63,Express,8.58,2025-09,2025
ORD-01481,2024-11-16,CUST-1034,Consumer,East,Electronics,Noise Cancelling Headphones,1,0.0,4693.67,1361.93,Standard,29.02,2024-11,2024
ORD-02380,2025-06-25,CUST-1130,Home Office,West,Clothing,Woolen Sweater,1,0.0,1899.39,546.14,Standard,28.75,2025-06,2025
ORD-02145,2024-07-02,CUST-0481,Corporate,West,Furniture,Bookshelf,2,0.0,2603.2,703.89,Standard,27.04,2024-07,2024
ORD-02183,2024-02-21,CUST-1071,Consumer,North,Furniture,Office Chair,1,0.0,12690.96,3867.06,Standard,30.47,2024-02,2024
ORD-01401,2024-06-07,CUST-0162,Consumer,East,Electronics,Bluetooth Speaker,1,0.05,5574.94,1040.31,Standard,18.66,2024-06,2024
ORD-01431,2025-03-06,CUST-0187,Home Office,East,Electronics,Power Bank 10000mAh,1,0.0,1623.15,423.4,Standard,26.09,2025-03,2025
ORD-02382,2024-03-11,CUST-0552,Consumer,East,Electronics,Noise Cancelling Headphones,3,0.0,14081.01,4085.8,Standard,29.02,2024-03,2024
ORD-03037,2025-05-06,CUST-0664,Consumer,East,Office Supplies,File Folder Pack,2,0.15,280.89,78.28,Standard,27.87,2025-05,2025
ORD-02790,2025-10-07,CUST-0667,Consumer,East,Office Supplies,Ballpoint Pen Box,1,0.0,80.32,27.29,Standard,33.98,2025-10,2025
ORD-02704,2024-10-06,CUST-0858,Consumer,East,Clothing,Running Shoes,1,0.0,1063.11,254.67,Express,23.96,2024-10,2024
ORD-01910,2024-04-04,CUST-0923,Consumer,South,Clothing,Cotton T-Shirt,1,0.0,1214.78,110.83,Standard,9.12,2024-04,2024
ORD-02879,2024-10-22,CUST-1045,Consumer,West,Office Supplies,Sticky Notes Pack,1,0.0,245.23,39.58,Express,16.14,2024-10,2024
ORD-01563,2024-04-09,CUST-1339,Corporate,West,Furniture,Bed Side Table,1,0.1,4726.43,1236.68,Same Day,26.17,2024-04,2024
ORD-02481,2024-10-22,CUST-0963,Consumer,North,Electronics,Webcam HD,1,0.05,4390.63,842.04,Express,19.18,2024-10,2024
ORD-01518,2025-03-22,CUST-0292,Home Office,East,Furniture,Bean Bag,2,0.0,15066.08,1671.18,Standard,11.09,2025-03,2025
ORD-02116,2025-01-16,CUST-0338,Corporate,East,Office Supplies,Printer Ink Cartridge,1,0.1,333.86,73.24,Standard,21.94,2025-01,2025
ORD-01660,2025-07-06,CUST-1159,Consumer,West,Furniture,Filing Cabinet,1,0.0,7701.13,1935.86,Express,25.14,2025-07,2025
ORD-02797,2024-09-08,CUST-1254,Consumer,South,Electronics,Wireless Mouse,1,0.0,4779.36,503.88,Standard,10.54,2024-09,2024
ORD-01029,2025-04-21,CUST-0413,Corporate,North,Clothing,Cotton T-Shirt,4,0.15,4130.25,190.97,Express,4.62,2025-04,2025
ORD-01426,2025-09-04,CUST-1101,Corporate,West,Office Supplies,Printer Ink Cartridge,1,0.0,370.95,92.51,Standard,24.94,2025-09,2025
ORD-02164,2024-01-20,CUST-0738,Corporate,South,Office Supplies,Sticky Notes Pack,1,0.05,232.97,34.11,Express,14.64,2024-01,2024
ORD-02405,2025-07-09,CUST-0926,Corporate,East,Clothing,Rain Jacket,3,0.0,3796.83,325.9,Standard,8.58,2025-07,2025
ORD-01394,2025-12-11,CUST-0351,Home Office,East,Electronics,USB-C Charger,1,0.0,2602.31,519.74,Standard,19.97,2025-12,2025
ORD-02149,2024-10-21,CUST-0529,Corporate,North,Office Supplies,Stapler,1,0.0,252.46,54.35,Standard,21.53,2024-10,2024
ORD-01677,2025-11-12,CUST-0437,Consumer,South,Electronics,Wireless Mouse,1,0.05,4540.39,410.58,Express,9.04,2025-11,2025
ORD-02141,2025-03-27,CUST-1058,Corporate,North,Furniture,Bookshelf,1,0.0,1301.6,351.95,Standard,27.04,2025-03,2025
ORD-02826,2024-12-07,CUST-1189,Consumer,North,Office Supplies,Sticky Notes Pack,2,0.0,490.46,79.16,Same Day,16.14,2024-12,2024
ORD-03011,2024-01-05,CUST-1090,Corporate,East,Office Supplies,Stapler,2,0.0,504.92,108.7,Standard,21.53,2024-01,2024
ORD-02194,2025-03-14,CUST-1059,Consumer,West,Clothing,Denim Jeans,1,0.0,527.49,125.89,Standard,23.87,2025-03,2025
ORD-01899,2024-05-24,CUST-0236,Consumer,North,Electronics,Webcam HD,1,0.0,4621.72,955.68,Same Day,20.68,2024-05,2024
ORD-01173,2025-12-27,CUST-1235,Consumer,West,Electronics,USB-C Charger,2,0.0,5204.62,1039.48,Standard,19.97,2025-12,2025
ORD-01717,2025-01-22,CUST-0507,Corporate,North,Electronics,Laptop Stand,1,0.0,1827.09,457.78,Standard,25.06,2025-01,2025
ORD-02629,2024-01-02,CUST-0422,Home Office,North,Office Supplies,Ballpoint Pen Box,1,0.0,80.32,27.29,Express,33.98,2024-01,2024
ORD-03046,2025-07-26,CUST-0573,Corporate,West,Clothing,Sports Cap,1,0.0,1518.88,166.04,Standard,10.93,2025-07,2025
ORD-01161,2024-06-17,CUST-0038,Consumer,West,Clothing,Woolen Sweater,1,0.15,1614.48,391.57,Standard,24.25,2024-06,2024
ORD-02381,2024-05-09,CUST-1018,Consumer,West,Clothing,Cotton T-Shirt,1,0.0,1214.78,110.83,Standard,9.12,2024-05,2024
ORD-01102,2024-11-15,CUST-0449,Corporate,West,Furniture,Bean Bag,1,0.15,6403.08,422.11,Same Day,6.59,2024-11,2024
ORD-01724,2024-12-01,CUST-1196,Corporate,North,Office Supplies,Stapler,1,0.1,227.21,42.1,Standard,18.53,2024-12,2024
ORD-01188,2024-03-28,CUST-0769,Corporate,East,Electronics,Smartwatch,1,0.0,1651.05,436.58,Standard,26.44,2024-03,2024
ORD-02325,2025-12-06,CUST-1370,Home Office,North,Office Supplies,Sticky Notes Pack,2,0.15,416.89,48.53,Standard,11.64,2025-12,2025
ORD-01693,2024-01-08,CUST-0734,Consumer,East,Office Supplies,File Folder Pack,4,0.0,660.92,213.94,Standard,32.37,2024-01,2024
ORD-01519,2024-09-18,CUST-0274,Consumer,East,Office Supplies,Printer Ink Cartridge,3,0.0,1112.85,277.52,Standard,24.94,2024-09,2024
ORD-02656,2024-01-26,CUST-0146,Consumer,North,Office Supplies,Printer Ink Cartridge,1,0.2,296.76,56.2,Same Day,18.94,2024-01,2024
ORD-01457,2025-03-16,CUST-0903,Consumer,North,Office Supplies,Whiteboard Marker Set,2,0.0,324.6,94.22,Express,29.03,2025-03,2025
ORD-01505,2024-05-07,CUST-0607,Consumer,West,Office Supplies,Desk Organizer,1,0.0,180.74,23.09,Express,12.78,2024-05,2024
ORD-02852,2025-01-15,CUST-0807,Home Office,South,Electronics,Noise Cancelling Headphones,2,0.0,9387.34,2723.86,Standard,29.02,2025-01,2025
ORD-01309,2025-09-20,CUST-0926,Corporate,West,Furniture,Bookshelf,2,0.15,2212.72,498.74,Standard,22.54,2025-09,2025
ORD-01002,2025-10-14,CUST-0926,Consumer,East,Office Supplies,Ballpoint Pen Box,3,0.0,240.96,81.86,Standard,33.97,2025-10,2025
ORD-02190,2024-06-30,CUST-0158,Home Office,East,Electronics,Laptop Stand,3,0.1,4933.14,1088.0,Standard,22.05,2024-06,2024
ORD-02577,2024-12-07,CUST-0872,Consumer,East,Furniture,Wall Shelf,2,0.0,17834.12,3529.62,Standard,19.79,2024-12,2024
ORD-01820,2024-02-22,CUST-1329,Corporate,West,Clothing,Woolen Sweater,3,0.1,5128.35,1320.73,Standard,25.75,2024-02,2024
ORD-02791,2024-07-01,CUST-0588,Consumer,East,Office Supplies,Desk Organizer,1,0.0,180.74,23.09,Standard,12.78,2024-07,2024
ORD-01714,2025-08-31,CUST-1398,Corporate,West,Clothing,Rain Jacket,4,0.0,5062.44,434.54,Express,8.58,2025-08,2025
ORD-01331,2025-03-03,CUST-1034,Consumer,South,Office Supplies,A4 Paper Ream,3,0.0,1243.35,107.09,Standard,8.61,2025-03,2025
ORD-02931,2024-11-20,CUST-0484,Consumer,South,Electronics,Wireless Mouse,2,0.0,9558.72,1007.76,Standard,10.54,2024-11,2024
ORD-01504,2025-08-28,CUST-0075,Consumer,North,Office Supplies,Ballpoint Pen Box,2,0.15,136.54,40.24,Standard,29.47,2025-08,2025
ORD-02406,2025-02-23,CUST-0903,Corporate,North,Office Supplies,Printer Ink Cartridge,1,0.0,370.95,92.51,Standard,24.94,2025-02,2025
ORD-01091,2025-09-22,CUST-1311,Consumer,West,Clothing,Woolen Sweater,1,0.0,1899.39,546.14,Standard,28.75,2025-09,2025
ORD-03024,2024-10-11,CUST-0719,Consumer,North,Office Supplies,File Folder Pack,1,0.0,165.23,53.49,Standard,32.37,2024-10,2024
